sep=;
Series;Time;Value
cadvisor;2017-03-07T01:17:09.000Z;26136576
cadvisor;2017-03-07T01:17:19.000Z;26116096
cadvisor;2017-03-07T01:17:29.000Z;26165248
cadvisor;2017-03-07T01:17:39.000Z;26161152
cadvisor;2017-03-07T01:17:49.000Z;26669056
cadvisor;2017-03-07T01:17:59.000Z;26415104
cadvisor;2017-03-07T01:18:09.000Z;26259456
cadvisor;2017-03-07T01:18:19.000Z;26251264
cadvisor;2017-03-07T01:18:29.000Z;26705920
cadvisor;2017-03-07T01:18:39.000Z;26353664
cadvisor;2017-03-07T01:18:49.000Z;26583040
grafana;2017-03-07T00:37:29.000Z;17440768
grafana;2017-03-07T00:37:39.000Z;17199104
grafana;2017-03-07T00:37:49.000Z;17186816
grafana;2017-03-07T00:37:59.000Z;17186816
grafana;2017-03-07T00:38:09.000Z;17178624
grafana;2017-03-07T00:38:19.000Z;17190912
grafana;2017-03-07T00:38:29.000Z;17211392
grafana;2017-03-07T00:38:39.000Z;17235968
grafana;2017-03-07T00:38:49.000Z;17207296
grafana;2017-03-07T00:38:59.000Z;17215488
grafana;2017-03-07T00:39:09.000Z;17190912
grafana;2017-03-07T00:39:19.000Z;17211392
grafana;2017-03-07T00:39:29.000Z;17190912
grafana;2017-03-07T00:39:39.000Z;17219584
grafana;2017-03-07T00:39:49.000Z;17211392
grafana;2017-03-07T00:39:59.000Z;17219584
grafana;2017-03-07T00:40:09.000Z;17244160
grafana;2017-03-07T00:40:19.000Z;17240064
